name,telNum,neighborhood,address,hh_sun,hh_mon,hh_tues,hh_wed,hh_thurs,hh_fri,hh_sat
Hi-Fi,(212) 420-8392,East Village,"169 Ave A, New York, NY 10009",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Hi Life Bar and Grill,(212) 787-7199,Upper West Side,"477 Amsterdam Ave., New York, NY 10024",,,,,,,
Hibernia,(212) 969-9703,Hell's Kitchen,"401 W 50th St., New York, NY 10019",,,,,,,
Hide-Chan Ramen,(212) 813-1800,Midtown East,"248 E 52nd St., New York, NY 10022",,,,,,,
Highlands,(212) 229-2670,West Village,"150 W 10th St., New York, NY 10014",,,,,,,
Hill and Bay,(212) 245-5554,Murray Hill,"581 2nd Ave., New York, NY 10016",,,,,,,
Hill and Dale,(212) 420-1115,Lower East Side,"115 Allen St., New York, NY 10002",,,,,,,
Hill Country Barbecue Market,(212) 255-4544,Flatiron,"30 W 26th St., New York, NY 10010",,,,,,,
Hillstone Restaurant,(212) 888-3828,Midtown East,"153 E 53rd St., New York, NY 10022",,,,,,,
Hilton Times Square,(212) 840-8222,Theater District,"234 W 42nd St., New York, NY 10036",,,,,,,
Hogshead Tavern,(212) 234-1154,Harlem,"126 Hamilton Pl, New York, NY 10031",,,,,,,
Holland Bar,(212) 502-4609,Hell's Kitchen,"532 Ninth Ave., New York, NY 10018",,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
Hollow Nickel,(347) 236-3417,Boerum Hill,"494 Atlantic Ave., Brooklyn, NY 11217",12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM
Home Sweet Home,(212) 226-5709,Lower East Side,"131 Chrystie St., New York, NY 10002",,,,,,,
Honky Tonk Tavern,(212) 207-8550,Upper East Side,"1154 First Ave., Manhattan, NY 10065",,,,,,,
Honshu,(201) 324-2788,Jersey City,"95 Greene St., Jersey City, NJ 07302",,,,,,,
Hooked on 12th,(718) 965-9526,South Slope,"1123 8th Ave., Brooklyn, NY 11215",,,,,,,
Hooters,(212) 695-9580,Midtown West,"155 W 33rd St., New York, NY 10001",,,,,,,
Hops Hill,(347) 987-4334,Clinton Hill,"886 Fulton St., Clinton Hill, NY 11238",,,,,,,
Horace and Sylvia's Publick House,(631) 587-5080,Babylon,"100 Deer Park Ave., Babylon, NY 11702",,,,,,,
Horchata,(212) 243-8226,Greenwich Village,"470 Sixth Ave., New York, NY 10011",,,,,,,
Hot Bird,(718) 230-5800,Prospect Heights,"546 Clinton Ave., Brooklyn, NY 11238",,,,,,,
Hotel Chantelle,(212) 254-9100,Lower East Side,"92 Ludlow St., New York, NY 10002",,,,,,,
Hotel Delmano,(718) 387-1945,Williamsburg - North Side,"82 Berry St., Brooklyn, NY 11211",,,,,,,
Houndstooth Pub,(212) 643-0034,Midtown West,"520 8th Ave., New York, NY 10018",12PM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,12PM-7PM
Hourglass Tavern,(212) 265-2060,Hell's Kitchen,"373 W 46th St., New York, NY 10036",,,,,,,
House Of Wax,(929) 382-5403,Downtown Brooklyn,"445 Albee Square W, Brooklyn, NY 11201",,,,,,,
Hudson Bar & Books,(212) 229-2642,West Village,"636 Hudson St., New York, NY 10014",,,,,,,
Hudson Clearwater,(212) 989-3255,West Village,"447 Hudson St., New York, NY 10014",,,,,,,
Hudson Hotel,(212) 554-6000,Midtown West,"356 W 58th St., New York, NY 10019",,,,,,,
Hudson Hound,(646) 638-2900,West Village,"575 Hudson St., New York, NY 10014",,,,,,,
Hudson Malone,(212) 355-6607,Midtown East,"218 E 53rd St. 3rd Ave., New York, NY 10022",,,,,,,
Hudson Station,(212) 244-4406,Hell's Kitchen,"440 9th Ave., New York, NY 10001",,All Day,All Day,All Day,All Day,5:30PM-7:30PM,
Hudson Terrace,(212) 315-9400,Hell's Kitchen,"621 W 46th St., New York, NY 10036",,,,,,,
Huertas,(212) 228-4490,East Village,"107 1st Ave., New York, NY 10003",,,,,,,
Hummus Kitchen,(212) 333-3009,Theater District,"768 9th Ave., New York, NY 10019",,,,,,,
Hundred Acres,(212) 475-7500,South Village,"38 Macdougal St., New York, NY 10012",,,,,,,
Hurley's,(212) 765-8981,Theater District,"232 W 48th St., New York, NY 10036",,,,,,,
Ichabod's,(212) 777-5102,Flatiron,"15 Irving Pl, Manhattan, NY 10003",,,,,,,
Ichi Umi,(212) 725-1333,Midtown East,"6 E 32nd St., New York, NY 10016",,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,
Iggy's Keltic Lounge,(212) 529-2731,Lower East Side,"132 Ludlow St., New York, NY 10002",2PM-9PM,2PM-9PM,2PM-9PM,2PM-9PM,2PM-9PM,2PM-9PM,2PM-9PM
Iguana New York,(212) 765-5454,Theater District,"240 W 54th St., New York, NY 10019",,,,,,,
Il Bambino,(212) 228-2466,West Village,"48 W 8th St., New York, NY 10011",All Day,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,12PM-7PM
IL Bastardo,(212) 675-5980,Chelsea,"191 7th Ave., New York, NY 10011",,,,,,,
IL Brigante,(212) 285-0222,South Street Seaport,"214 Front St., New York, NY 10038",,,,,,,
il Buco Alimentari & Vineria,(212) 837-2622,NoHo,"53 Great Jones St., New York, NY 10012",,,,,,,
ilili,(212) 683-2929,Flatiron,"236 5th Ave., New York, NY 10001",,4PM-7:30PM,4PM-7:30PM,4PM-7:30PM,4PM-7:30PM,4PM-7:30PM,
Illusions Hookah & Mixology Lounge,(347) 209-0366,Pelham Bay,"3229 Westchester Ave., Bronx, NY 10461",,,,,,,
Indie Food And Wine,(212) 875-5256,Upper West Side,"144 W 65th St., New York, NY 10023",,,,,,,
Industry Bar,(646) 476-2747,Theater District,"355 W 52nd St., New York, NY 10019",,,,,,,
Industry Kitchen,(212) 487-9600,Two Bridges,"70 South St., New York, NY 10005",,,,,,,
Infirmary,(917) 388-2512,Upper East Side,"1720 2nd Ave., New York, NY 10128",,,,,,,
Inside Park at St Bart's,(212) 593-3333,Midtown East,"325 Park Ave., New York, NY 10022",,,,,,,
Insomnia Bar & Restaurant,(917) 692-1698,Washington Heights,"151 Dyckman St., New York, NY 10040",,,5PM-12AM,,,,
Intermezzo,(212) 929-3433,Chelsea,"202 8th Ave., New York, NY 10011",,,,,,,
International Bar,(212) 777-1643,East Village,"120 1/2 1st Ave., New York, NY 10009",12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM
International Wings Factory,(212) 348-2627,Upper East Side,"1762 1st Ave., New York, NY 10128",,,,,,,
Inwood Local,(212) 544-8900,Inwood,"4957 Broadway, New York, NY 10034",,,,,,,
Ipanema Restaurant,(212) 730-5848,Midtown,"43 W 46th St., New York, NY 10036",,,,,,,
Ippudo Ny,(212) 388-0088,East Village,"65 4th Ave., New York, NY 10003",,,,,,,
Ippudo Westside,(212) 974-2500,Theater District,"321 W 51st St., New York, NY 10019",,,,,,,
Irish Cottage,(718) 520-8530,Forest Hills,"10807 72nd Ave., Forest Hills, NY 11375",,,,,,,
Irish Exit,(212) 755-8383,Midtown East,"978 2nd Ave., New York, NY 10022",,,,,,,
Irish Rover,(718) 278-9372,Astoria,"3718 28th Ave., Astoria, NY 11103",,,,,,,
Iron Bar,(973) 455-7111,Morristown,"5 South St., Morristown, NJ 07960",,,,,,,
Iron Bar & Lounge,(212) 961-7507,Hell's Kitchen,"713 8th Ave., New York, NY 10036",4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM
Iron Horse NYC,(646) 546-5426,Financial District,"32 Cliff St., New York, NY 10038",,,,,,,
Isabella's,(212) 724-2100,Upper West Side,"359 Columbus Ave., New York, NY 10024",,,,,,,
Ise Menkui-Tei,(212) 707-8702,Midtown West,"58 W 56th St., New York, NY 10019",,,,,,,
Isla Verde Cafe,(718) 828-3800,Soundview,"1859 Westchester Ave., Bronx, NY 10472",,,,,,,
Isohama,(212) 828-0099,Upper East Side,"1666 3rd Ave., New York, NY 10128",,,,,,,
Istanbul Kebab House,(212) 582-8282,Theater District,"712 9th Ave., New York, NY 10019",,,,,,,
Ithaka,(212) 628-9100,Upper East Side,"308 E 86th St., New York, NY 10028",,,,,,,
Ivy,(212) 459-9444,Hell's Kitchen,"944 8th Ave., New York, NY 10019",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Izakaya MEW,(646) 368-9384,Midtown West,"53 W 35th St., New York, NY 10001",5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM
Izakaya NoMad,(212) 213-6258,Flatiron,"13 W 26th St., New York, NY 10010",,,,,,,
Jack Demsey's,(212) 629-9899,Midtown West,"36 W 33rd St., New York, NY 10001",,,,,,,
Jack Doyle's Bar & Restaurant,(212) 268-1255,Midtown West,"240 W 35th St., New York, NY 10001",,,,,,,
Jack the Horse Tavern,(718) 852-5084,Brooklyn Heights,"66 Hicks St., Brooklyn, NY 11201",,,,,,,
Jackson's Eatery | Bar,(347) 649-1721,Hunters Point,"10-37 Jackson Ave., Long Island City, NY 11101",,,,,,,
Jacob's Pickles,(212) 470-5566,Upper West Side,"509 Amsterdam Ave., New York, NY 10024",,,,,,,
Jacques 1534,(212) 966-8886,Nolita,"20 Prince St., New York, NY 10012",,,,,,,
Jadis,(212) 254-1675,Lower East Side,"42 Rivington St., New York, NY 10079",,,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
Jake's Dilemma,(212) 580-0556,Upper West Side,"430 Amsterdam Ave., New York, NY 10024",12PM-8PM|8PM-Close,4PM-8PM|8PM-Close,4PM-8PM|8PM-Close,4PM-8PM|8PM-Close,4PM-8PM|8PM-Close,4PM-8PM|8PM-Close,12PM-8PM|8PM-9PM
Jalopy Tavern,(718) 625-3214,Columbia Street Waterfront District,"317 Columbia St., Brooklyn, NY 11231",,,,,,,
Jameson's Bar and Restaurant,(212) 588-0146,Midtown East,"975 2nd Ave., New York, NY 10022",All Day,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,All Day
Jane,(212) 254-7000,Greenwich Village,"100 W Houston St., New York, NY 10012",,,,,,,
Japas 38,(212) 679-4040,Midtown East,"9 E 38th St., New York, NY 10016",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Javelina Tex Mex,(212) 539-0202,Gramercy,"119 E 18th St., New York, NY 10003",,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,
Jazz Standard,(212) 576-2232,Flatiron,"116 E 27th St., New York, NY 10016",,,,,,,
Jean-Georges,(212) 299-3900,Upper West Side,"1 Central Park W, New York, NY 10023",,,,,,,
J'eatjet?,(347) 227-7410,South Slope,"685 5th Ave., Brooklyn, NY 11215",,,,,,,
Jebon Sushi & Noodle,(212) 388-1313,East Village,"15 St. Marks Pl, New York, NY 10003",,,,,,,
Jeffrey's Grocery,(646) 398-7630,West Village,"172 Waverly Pl, New York, NY 10014",,,,,,,
Jeremy's Ale House,(212) 964-3537,South Street Seaport,"228 Front St., New York, NY 10038",,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,
Jill Lindsey Cafe,(347) 987-4538,Fort Greene,"370 Myrtle Ave., Brooklyn, NY 11205",,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,
Jim Brady's,(212) 425-1300,Financial District,"75 Maiden Ln., New York, NY 10038",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Jimmy's Corner,(212) 221-9510,Theater District,"140 W 44th St., New York, NY 10079",,,,,,,
Jimmy's Diner,(718) 218-7174,Williamsburg - North Side,"577 Union Ave., Brooklyn, NY 11211",,,,,,,
Jimmy's No. 43,(212) 982-3006,East Village,"43 E 7th St., New York, NY 10003",,,,,,,
Jin Ramen,(646) 657-0755,Upper West Side,"462 Amsterdam Ave., New York, NY 10024",,,,,,,
Joe Allen,(212) 581-6464,Hell's Kitchen,"326 W 46th St., New York, NY 10036",,,,,,,
Joe Broadway's Billiards & Sports Pub,(718) 727-9194,Graniteville,"2178 Forest Ave., Staten Island, NY 10303",,,,,,,
Joe & MissesDoe,(212) 780-0262,East Village,"45 E 1st St., New York, NY 10003",,,,,,,
John Doe,(646) 882-4007,Flatiron,"253 5th Ave., New York, NY 10001",,,,,,,
John Sullivan's,(212) 993-7223,Midtown West,"210 W 35th St., New York, NY 10001",,,,,,,
Johnny Utah's,(212) 265-8824,Midtown West,"25 W 51st St., New York, NY 10019",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Johnny's Bar,(212) 741-5279,West Village,"90 Greenwich Ave., New York, NY 10011",,12PM-3PM|3PM-7PM,12PM-3PM|3PM-7PM,12PM-3PM|3PM-7PM,12PM-3PM|3PM-7PM,12PM-3PM|3PM-7PM,
John's of 12th Street,(212) 475-9531,East Village,"302 E 12th St., New York, NY 10003",,,,,,,
John's Of Bleeker Street,(212) 243-1680,West Village,"278 Bleecker St., New York, NY 10014",,,,,,,
Jones Wood Foundry,(212) 249-2700,Upper East Side,"401 E 76th St., New York, NY 10075",,,,,,,
Jose Tejas,(732) 283-3883,Iselin,"700 US Hwy. 1 N, Iselin, NJ 08830",,,,,,,
Joseph Leonard,(646) 429-8383,West Village,"170 Waverly Pl, New York, NY 10014",,,,,,,
Joshua Tree,(212) 689-0058,Midtown East,"513 3rd Avenue, New York, NY 10016",12PM-8PM,12PM-4AM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM
Josie Woods Pub,(212) 228-6806,Greenwich Village,"11 Waverly Pl, New York, NY 10003",,,,,,,
Josie's Bar,(212) 228-9532,East Village,"520 E 6th St., New York, NY 10009",,,,,,,
Judy & Punch,(718) 626-3101,Astoria,"34-08 30th Ave., Astoria, NY 11103",,,,,,,
Juga Lounge,(212) 290-2211,Midtown West,"8 W 36th St., New York, NY 10018",,,,,,,
Juicy Platters,(201) 773-8400,Fair Lawn,"23-16 Broadway, Fair Lawn, NJ 07410",,,,,,,
Juke Bar,(212) 228-7464,East Village,"196 2nd Ave., Manhattan, NY 10003",5PM-9PM,5PM-9PM,5PM-9PM,5PM-Close,5PM-9PM,5PM-9PM,5PM-9PM
Jules Bistro,(212) 477-5560,East Village,"65 Saint Marks Pl, New York, NY 10003",,,,,,,
Juliette,(718) 388-9222,Williamsburg - North Side,"135 N 5th St., Brooklyn, NY 11249",,,,,,,
Julius,(212) 243-1928,Greenwich Village,"159 W 10th St., New York, NY 10014",All Day,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM
June,(917) 909-0434,Cobble Hill,"231 Ct. St., Brooklyn, NY 11201",,,,,,,
Jungsik,(212) 219-0900,TriBeCa,"2 Harrison St., New York, NY 10013",,,,,,,
Juniper,(718) 782-8777,Williamsburg - North Side,"112 Berry St., Brooklyn, NY 11211",,,,,,,
Junoon,(212) 490-2100,Flatiron,"27 W 24th St., New York, NY 10010",,,,,,,
Just Jake's,(973) 655-8987,Montclair,"30 Park St., Montclair, NJ 07042",All Day,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,All Day
K Pacho,(516) 358-2222,New Hyde Park,"1270 Union Tpke, New Hyde Park, NY 11040",,,,,,,
Kaia Wine Bar,(212) 722-0490,Upper East Side,"1614 3rd Ave., New York, NY 10128",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Kang Suh Restaurant,(212) 564-6845,Midtown West,"1250 Broadway, New York, NY 10001",,,,,,,
Kanoyama,(212) 777-5266,East Village,"175 2nd Ave., New York, NY 10003",,,,,,,
Karaoke Boho,(212) 255-0011,West Village,"186 W 4th St., New York, NY 10014",,,,,,,
Karaoke Cave,(646) 486-3225,Union Square,"9 E 13th St. B1, New York, NY 10003",,,,,,,
Karaoke Duet 48,(212) 753-0030,Midtown East,"304 E 48th St., New York, NY 10017",1PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,1PM-8PM
Karaoke DUET 53,(212) 757-4676,Theater District,"900 8th Ave., New York, NY 10019",,,,,,,
Karizma,(212) 605-9988,Midtown East,"244 E 51st St., New York, NY 10022",,,,,,,
Karma,(212) 677-3160,East Village,"51 1st Ave., New York, NY 10003",,,,,,,
Kashkaval Garden,(212) 245-1758,Hell's Kitchen,"852 9th Ave., New York, NY 10019",4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM
Katch Astoria,(718) 777-2230,Astoria,"31-19 Newtown Ave., Astoria, NY 11102",,,,,,,
Katra Lounge,(212) 473-3113,Lower East Side,"217 Bowery St., New York, NY 10002",,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,
Katz's Delicatessen,(212) 254-2246,Lower East Side,"205 E Houston St., New York, NY 10002",,,,,,,
Kazuza,(212) 505-9300,East Village,"107 Ave. A, New York, NY 10009",,,,,,,
Kazza Wine Bar,(646) 863-2447,Washington Heights,"708 W 177 St., New York, NY 10033",4PM-8PM,4PM-8PM,4PM-8PM,4PM-12AM,4PM-8PM,4PM-8PM,4PM-8PM
Keens Steakhouse,(212) 947-3636,Midtown West,"72 W 36th St., New York, NY 10018",,,,,,,
Kefi,(212) 873-0200,Upper West Side,"505 Columbus Ave., New York, NY 10024",,,,,,,
Keg 229,(212) 566-2337,South Street Seaport,"229 Front St., New York, NY 10038",,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,
Keg & Lantern Brewing Company,(718) 389-5050,Greenpoint,"97 Nassau Ave., Brooklyn, NY 11222",,,,,,,
Kelly's Sports Bar,(212) 388-1464,East Village,"12 Avenue A, New York, NY 10009",,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,
Kent Ale House,(347) 227-8624,Williamsburg - North Side,"51 Kent Ave., Brooklyn, NY 11249",,,,,,,
Keste Pizza & Vino,(212) 243-1500,West Village,"271 Bleecker St., New York, NY 10014",,,,,,,
Kettle of Fish,(212) 414-2278,West Village,"59 Christopher St., New York, NY 10014",,,,,,,
Keuka Kafe a Wine Bar,(718) 880-1478,Forest Hills,"112-04 Queens Blvd., Forest Hills, NY 11375",,,,,,,
Keybar,(212) 478-3021,East Village,"432 E. 13th St., New York, NY 10009",4PM-4AM,4PM-4AM,4PM-10PM,4PM-10PM,4PM-10PM,4PM-10PM,4PM-10PM
Khe-Yo,(212) 587-1089,TriBeCa,"157 Duane St., New York, NY 10013",,,,,,,
Kiabacca,(212) 649-4675,Hell's Kitchen,"639 10th Ave., New York, NY 10036",,,,,,,
Kiin Thai Eatery,(212) 529-2363,Greenwich Village,"36 E 8th St., New York, NY 10003",,,,,,,
Killarney Rose,(212) 422-1486,Financial District,"127 Pearl St., New York, NY 10005",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Killmeyer's Old Bavaria Inn,(718) 984-1202,Staten Island,"4254 Arthur Kill Rd., Staten Island, NY 10309",,,,,,,
Kilo,(212) 707-8770,Hell's Kitchen,"857 9th Ave., New York, NY 10019",,,,,,,
King Garden of 34th Ave,(718) 472-3766,Astoria,"4306 34th Ave., Long Island City, NY 11101",,,,,,,
Kingside,(212) 707-8000,Midtown West,"124 W 57th St., New York, NY 10019",,,,,,,
Kingsley,(212) 674-4500,East Village,"190 Ave. B, New York, NY 10009",,,,,,,
Kingston Hall,(212) 673-2663,East Village,"149 2nd Ave., New York, NY 10003",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Kittery,(718) 643-3293,Gowanus,"305 Smith St., Brooklyn, NY 11231",,,,,,,
Klimat,(917) 214-0589,East Village,"77 E 7th St., New York, NY 10003",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Klong,(212) 505-9955,East Village,"7 St. Marks Pl, New York, NY 10003",,,,,,,
Knickerbocker Bar & Grill,(212) 228-8490,Greenwich Village,"33 University Pl, New York, NY 10003",,,,,,,
Koodo Sushi Corp,(212) 425-2890,Financial District,"55 Liberty St., New York, NY 10005",,,,,,,
Krupa Grocery,(718) 709-7098,Windsor Terrace,"231 Prospect Park W, Brooklyn, NY 11215",,,,,,,
Krush,(917) 864-9456,Midtown West,"2 W 32nd St., New York, NY 10001",,,,,,,
KTCHN Restaurant,(212) 868-2999,Hell's Kitchen,"508 W 42nd St., New York, NY 10036",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
Kumo Sushi,(212) 533-3030,East Village,"214 1st Ave., New York, NY 10009",,,,,,,
Kura,(212) 228-1010,East Village,"130 St. Marks Pl, New York, NY 10009",,,,,,,
Kurant,(646) 370-6928,Midtown East,"1091 2nd Ave., New York, NY 10022",,,,,,,
L & W Oyster Co.,(212) 203-7772,Flatiron,"254 5th Ave., New York, NY 10001",,,,,,,
La Adelita Restaurant,(718) 651-0200,Woodside,"52-22 Roosevelt Ave., Woodside, NY 11377",,,,,,,
La Biblioteca,(212) 808-8110,Midtown East,"622 Third Ave., New York, NY 10017",,,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
La Carafe,(212) 333-5300,Theater District,"653 9th Ave., New York, NY 10036",,,,,,,
La Carbonara,(212) 255-2060,West Village,"202 W 14th St., New York, NY 10011",,,,,,,
La Cava,(212) 223-1206,Midtown East,"939 2nd Ave., New York, NY 10022",,,,,,,
La Caverna,(212) 475-2126,Lower East Side,"122-124 Rivington St., New York, NY 10002",,,,,,,
La Cerveceria,(212) 777-6965,East Village,"65 2nd Ave., New York, NY 10003",,,,,,,
La Contenta,(212) 432-4180,Lower East Side,"102 Norfolk St., New York, NY 10002",,,,,,,
La Defense,(718) 855-4200,Downtown Brooklyn,"2 Metrotech Ctr, Brooklyn, NY 11201",,,,,,,
La Esquina Corner Deli,(646) 613-7100,SoHo,"114 Kenmare St., New York, NY 10012",,,,,,,
La Flaca,(646) 692-9259,Lower East Side,"384 Grand St., New York, NY 10002",,,,,,,
La Grenouille,(212) 752-1495,Midtown East,"3 E 52nd St., New York, NY 10022",,,,,,,
La Lanterna di Vittorio,(212) 529-5945,Greenwich Village,"129 MacDougal St., New York, NY 10012",,,,,,,
La Linea,(212) 777-1571,East Village,"15 First Ave., New York, NY 10003",5PM-9PM|11PM-Close,5PM-9PM|11PM-Close,5PM-9PM|11PM-Close,3PM-9PM|11PM-Close,3PM-9PM|12AM-Close,3PM-9PM,3PM-9PM
La Loteria,(212) 858-9096,West Village,"29 7th Ave. S, New York, NY 10014",,,,,,,
La Mangeoire,(212) 759-7086,Midtown East,"1008 2nd Ave., New York, NY 10022",,,,,,,
La Marina,(212) 567-6300,Washington Heights,"348 Dyckman St., New York, NY 10034",,,,,,,
La Mela Ristorante,(212) 431-9493,Little Italy,"167 Mulberry St., New York, NY 10013",,,,,,,
La Nacional Tapas Bar,(212) 243-9308,West Village,"239 W 14th St., New York, NY 10011",,,,,,,
La Palapa,(212) 777-2537,East Village,"77 St. Marks Pl., New York, NY 10003",All Day,4PM-7PM,"4PM-7PM, All Day",4PM-7PM,4PM-7PM,4PM-7PM,
La Plage,(631) 744-9200,Wading River,"131 Creek Rd., Wading River, NY 11792",,,,,,,
La Playa Restaurant,(718) 318-8435,Seaside,"8716 Rockaway Beach Blvd., Rockaway Beac, NY 11693",,,,,,,
La Pulperia,(212) 956-3055,Hell's Kitchen,"371 W 46 St., New York, NY 10036",,,,,,,
La Pulperia UES,(212) 933-0757,Upper East Side,"1626 2nd Ave., New York, NY 10028",,,,,,,
La Sirena Ristorante,(212) 977-6096,Chelsea,"88 9th Ave., New York, NY 10011",,,,,,,
La Tarte Flambee,(917) 261-2070,Murray Hill,"153 East 33rd St., New York, NY 10016",3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM
Land & Sea Restaurant,(201) 794-7240,Fair Lawn,"20-12 Fair Lawn Ave., Fair Lawn, NJ 07410",,,,,,,
Landmarc,(212) 343-3883,TriBeCa,"179 W Broadway, New York, NY 10013",,,,,,,
Landmark Tavern,(212) 247-2562,Hell's Kitchen,"626 11th Ave., New York, NY 10036",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Langan's Bar & Restaurant,(212) 869-5482,Theater District,"150 W 47th St., New York, NY 10036",,,,,,,
Lansdowne Road,(212) 239-8020,Hell's Kitchen,"599 10th Ave., New York, NY 10036",All Day,All Day,All Day,All Day,All Day,All Day,All Day
Lantern Hall,(718) 381-2122,Bushwick,"52 Harrison Pl, East Williamsburg, NY 11237",,,,,,,
L'Artusi,(212) 255-5757,West Village,"228 W 10th St., New York, NY 10014",,,,,,,
Las Margaritas,(718) 238-7630,Bay Ridge,"7206 3rd Ave., Brooklyn, NY 11209",,,,,,,
Las Ramblas,(646) 415-7924,West Village,"170 W 4th St., New York, NY 10014",,,,,,,
Lasagna Ristorante,(212) 242-4551,Chelsea,"196 8th Ave., New York, NY 10011",,All Night,All Night,All Night,All Night,All Night,
Latitude Bar & Grill,(212) 245-3034,Hell's Kitchen,"783 8th Ave., New York, NY 10036",12PM-Close,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,12PM-10PM
Laut,(212) 206-8989,Union Square,"15 E 17th St., New York, NY 10003",,,,,,,
Lavender Lake,(347) 799-2154,Gowanus,"383 Carroll St., Brooklyn, NY 11231",,,,,,,
Lavo,(212) 750-5588,Midtown East,"39 E 58th St., New York, NY 10022",,,,,,,
Lazy Boy Saloon,(914) 761-0272,White Plains,"154 Mamaroneck Ave., White Plains, NY 10601",,,,,,,
Lazy Point,noval,South Village,"310 Spring St., New York, NY 10013",,,,,,,
Le Bain,(212) 645-4646,Meatpacking District,"444 West 13th St., New York, NY 10014",,,,,,,
Le Bernardin,(212) 554-1515,Theater District,"155 W 51st St., New York, NY 10019",,,,,,,
Le Botaniste,(917) 262-0766,Upper East Side,"833 Lexington Ave., New York, NY 10065",,,,,,,
Le Cheile,(212) 740-3111,Washington Heights,"839 W 181st St., New York, NY 10033",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Le Cheri,(215) 546-7700,Rittenhouse Square,"251 S 18th St., Philadelphia, PA 19103",,,,,,,
Le Cirque,(212) 644-0202,Midtown East,"151 E 58th St., New York, NY 10022",,,,,,,
Le Midi Bar & Restaurant,(212) 255-8787,Union Square,"11 E 13th St., New York, NY 10003",,,,,,,
Le Pif,(212) 799-2253,Upper West Side,"2058 Broadway Ave., New York, NY 10023",11AM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,11AM-7PM
Le Relais De Venise,(212) 758-3989,Midtown East,"590 Lexington Ave., New York, NY 10022",,,,,,,
Le Rendez-Vous Bistro,(908) 931-0888,Kenilworth,"520 Blvd., Kenilworth, NJ 07033",,,,,,,
Le Reve Restaurant & Lounge,(212) 759-7777,Midtown East,"125 E 54th St., New York, NY 10022",,,,,,,
